"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (20)";"Code_2 (20)";"Code_3 (20)";"Total_Marks (100)";"Comments"
22MI10032;0;0;0;0;15;0;0;15;NO OUTPUT~~~~========= TEST CASES =========~~~~~~Your output:~~Enter array size :0 index:1 index:2 index:3 index:4 index:5 index:6 index:7 index:8 index:9 index:Enter the number of bins:~~~~FAILED: Test Case 1: ~~~~INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 12, 29, 20, 3, 9, 11, 26, 17, 4, 19~~Enter the number of bins: 3~~~~OUTPUT:~~bin1-> 3, 9, 11, 4    Number of elements in bin1 = 4~~bin2-> 12, 20, 17, 19   Number of elements in bin2 = 4~~bin3-> 29, 26    Number of elements in bin3 = 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter array size :0 index:1 index:2 index:3 index:4 index:5 index:6 index:7 index:8 index:9 index:Enter the number of bins:~~~~FAILED: Test Case 2: ~~~~INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10~~Enter the number of bins: 3~~~~OUTPUT:~~bin1-> 1, 2, 3   Number of elements in bin1 = 3~~bin2-> 4, 5, 6   Number of elements in bin2 = 3~~bin3-> 7, 8, 9, 10    Number of elements in bin3 = 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter array size :0 index:1 index:2 index:3 index:4 index:5 index:6 index:7 index:8 index:9 index:Enter the number of bins:~~~~FAILED: Test Case 3: ~~ INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10~~Enter the number of bins: 1~~~~OUTPUT:~~bin1-> 1, 2, 3, 4, 5, 6, 7, 8, 9, 10  Number of elements in bin1 = 10~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~Enter array size :0 index:1 index:2 index:3 index:4 index:5 index:6 index:7 index:8 index:9 index:Enter the number of bins:~~~~FAILED: Test Case 4: ~~ INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10~~Enter the number of bins: 10~~~~OUTPUT:~~{10 bins with one element each}~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~reading the numbers and computing the bin limits~~  Mark/s obtained: 15 out of 20~~~~~~FAILED: Code Case 2:~~creating and printing bins~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~counting the number of elements in each bin~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 15 ############
22EE10008;10;10;10;10;20;20;20;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter number of elements (N) : Enter array elements, A[N] : Bins = bin1 -> 3, 9, 11, 4, 	Elems = 4~~bin2 -> 12, 20, 17, 19, 	Elems = 4~~bin3 -> 29, 26, 	Elems = 2~~~~~~Your output:~~Enter number of elements (N) : Enter array elements, A[N] : Bins = bin1 -> 1, 2, 3, 	Elems = 3~~bin2 -> 4, 5, 6, 	Elems = 3~~bin3 -> 7, 8, 9, 10, 	Elems = 4~~~~~~Your output:~~Enter number of elements (N) : Enter array elements, A[N] : Bins = bin1 -> 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 	Elems = 10~~~~~~Your output:~~Enter number of elements (N) : Enter array elements, A[N] : Bins = bin1 -> 1, 	Elems = 1~~bin2 -> 2, 	Elems = 1~~bin3 -> 3, 	Elems = 1~~bin4 -> 4, 	Elems = 1~~bin5 -> 5, 	Elems = 1~~bin6 -> 6, 	Elems = 1~~bin7 -> 7, 	Elems = 1~~bin8 -> 8, 	Elems = 1~~bin9 -> 9, 	Elems = 1~~bin10 -> 10, 	Elems = 1~~~~~~========= CODE CASES =========~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CS30008;10;10;10;10;20;20;20;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~Enter number of terms : Enter terms : Enter number of bins : bin1-> 3, 9, 11, 4, Elems = 4~~bin2-> 12, 20, 17, 19, Elems = 4~~bin3-> 29, 26, Elems = 2~~~~Your output:~~Enter number of terms : Enter terms : Enter number of bins : bin1-> 1, 2, 3, Elems = 3~~bin2-> 4, 5, 6, Elems = 3~~bin3-> 7, 8, 9, 10, Elems = 4~~~~Your output:~~Enter number of terms : Enter terms : Enter number of bins : bin1-> 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, Elems = 10~~~~Your output:~~Enter number of terms : Enter terms : Enter number of bins : bin1-> 1, Elems = 1~~bin2-> 2, Elems = 1~~bin3-> 3, Elems = 1~~bin4-> 4, Elems = 1~~bin5-> 5, Elems = 1~~bin6-> 6, Elems = 1~~bin7-> 7, Elems = 1~~bin8-> 8, Elems = 1~~bin9-> 9, Elems = 1~~bin10-> 10, Elems = 1~~~~========= CODE CASES =========~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IE10007;8;5;10;10;20;20;15;88;PARTIALLY CORRECT~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the total number of elements~~Enter the array elements~~Enter the number of bins~~bin1--> 3 9 11 4 Elems = 4~~bin2--> 12 20 17 19 Elems = 4~~bin3--> 29 26 26 Elems = 3~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 12, 29, 20, 3, 9, 11, 26, 17, 4, 19~~Enter the number of bins: 3~~~~OUTPUT:~~bin1-> 3, 9, 11, 4    Number of elements in bin1 = 4~~bin2-> 12, 20, 17, 19   Number of elements in bin2 = 4~~bin3-> 29, 26    Number of elements in bin3 = 2~~~~ ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter the total number of elements~~Enter the array elements~~Enter the number of bins~~bin1--> 1 2 3 Elems = 3~~bin2--> 4 5 6 Elems = 3~~bin3--> 7 8 9 10 7 8 9 Elems = 7~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10~~Enter the number of bins: 3~~~~OUTPUT:~~bin1-> 1, 2, 3   Number of elements in bin1 = 3~~bin2-> 4, 5, 6   Number of elements in bin2 = 3~~bin3-> 7, 8, 9, 10    Number of elements in bin3 = 4~~~~ ~~  Mark/s obtained: 5 out of 10~~~~~~Your output:~~Enter the total number of elements~~Enter the array elements~~Enter the number of bins~~bin1--> 1 2 3 4 5 6 7 8 9 10 Elems = 10~~~~~~Your output:~~Enter the total number of elements~~Enter the array elements~~Enter the number of bins~~bin1--> 1 Elems = 1~~bin2--> 2 Elems = 1~~bin3--> 3 Elems = 1~~bin4--> 4 Elems = 1~~bin5--> 5 Elems = 1~~bin6--> 6 Elems = 1~~bin7--> 7 Elems = 1~~bin8--> 8 Elems = 1~~bin9--> 9 Elems = 1~~bin10--> 10 Elems = 1~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 3:~~counting the number of elements in each bin~~  Mark/s obtained: 15 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 88 ############
22MA10021;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EE30007;0;0;0;0;10;0;0;10;Code didn't compile but marks for effort are given please be cautious from next time~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~reading the numbers and computing the bin limits~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~creating and printing bins~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~counting the number of elements in each bin~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22AG10041;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME30004;0;0;0;0;2;0;0;2;NO CODE OR LOGIC~~~~========= TEST CASES =========~~~~~~Your output:~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 12, 29, 20, 3, 9, 11, 26, 17, 4, 19~~Enter the number of bins: 3~~~~OUTPUT:~~bin1-> 3, 9, 11, 4    Number of elements in bin1 = 4~~bin2-> 12, 20, 17, 19   Number of elements in bin2 = 4~~bin3-> 29, 26    Number of elements in bin3 = 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10~~Enter the number of bins: 3~~~~OUTPUT:~~bin1-> 1, 2, 3   Number of elements in bin1 = 3~~bin2-> 4, 5, 6   Number of elements in bin2 = 3~~bin3-> 7, 8, 9, 10    Number of elements in bin3 = 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 3: ~~ INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10~~Enter the number of bins: 1~~~~OUTPUT:~~bin1-> 1, 2, 3, 4, 5, 6, 7, 8, 9, 10  Number of elements in bin1 = 10~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~~~~~FAILED: Test Case 4: ~~ INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10~~Enter the number of bins: 10~~~~OUTPUT:~~{10 bins with one element each}~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~reading the numbers and computing the bin limits~~  Mark/s obtained: 2 out of 20~~~~~~FAILED: Code Case 2:~~creating and printing bins~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~counting the number of elements in each bin~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 2 ############
22MA10059;0;0;0;0;12;8;2;22;WRONG LOGIC~~~~========= TEST CASES =========~~~~~~Your output:~~bin 1~~12 12 12 12 12 12 12 12 12 12 bin 2~~12 12 12 12 12 12 12 12 12 12 bin 3~~12 12 12 12 12 12 12 12 12 12 ~~~~FAILED: Test Case 1: ~~~~INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 12, 29, 20, 3, 9, 11, 26, 17, 4, 19~~Enter the number of bins: 3~~~~OUTPUT:~~bin1-> 3, 9, 11, 4    Number of elements in bin1 = 4~~bin2-> 12, 20, 17, 19   Number of elements in bin2 = 4~~bin3-> 29, 26    Number of elements in bin3 = 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~bin 1~~1 1 1 1 1 1 1 1 1 1 bin 2~~1 1 1 1 1 1 1 1 1 1 bin 3~~1 1 1 1 1 1 1 1 1 1 ~~~~FAILED: Test Case 2: ~~~~INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10~~Enter the number of bins: 3~~~~OUTPUT:~~bin1-> 1, 2, 3   Number of elements in bin1 = 3~~bin2-> 4, 5, 6   Number of elements in bin2 = 3~~bin3-> 7, 8, 9, 10    Number of elements in bin3 = 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~bin 1~~1 1 1 1 1 1 1 1 1 1 ~~~~FAILED: Test Case 3: ~~ INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10~~Enter the number of bins: 1~~~~OUTPUT:~~bin1-> 1, 2, 3, 4, 5, 6, 7, 8, 9, 10  Number of elements in bin1 = 10~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~bin 1~~1 1 1 1 1 1 1 1 1 1 bin 2~~1 1 1 1 1 1 1 1 1 1 bin 3~~1 1 1 1 1 1 1 1 1 1 bin 4~~1 1 1 1 1 1 1 1 1 1 bin 5~~1 1 1 1 1 1 1 1 1 1 bin 6~~bin 7~~bin 8~~bin 9~~1 1 1 1 1 1 1 1 1 1 bin 10~~~~~~FAILED: Test Case 4: ~~ INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10~~Enter the number of bins: 10~~~~OUTPUT:~~{10 bins with one element each}~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~reading the numbers and computing the bin limits~~  Mark/s obtained: 12 out of 20~~~~~~FAILED: Code Case 2:~~creating and printing bins~~  Mark/s obtained: 8 out of 20~~~~~~FAILED: Code Case 3:~~counting the number of elements in each bin~~  Mark/s obtained: 2 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 22 ############
22CE10065;0;0;0;0;10;0;0;10;Code didn't compile but marks for effort are given please be cautious from next time~~~~========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~reading the numbers and computing the bin limits~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~creating and printing bins~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~counting the number of elements in each bin~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22EX10034;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EC10059;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22HS10030;0;0;0;0;15;0;0;15;NO LOGIC~~~~========= TEST CASES =========~~~~~~Your output:~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~array is 6422256 ~~no. of bins is?enter value~~~~~~FAILED: Test Case 1: ~~~~INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 12, 29, 20, 3, 9, 11, 26, 17, 4, 19~~Enter the number of bins: 3~~~~OUTPUT:~~bin1-> 3, 9, 11, 4    Number of elements in bin1 = 4~~bin2-> 12, 20, 17, 19   Number of elements in bin2 = 4~~bin3-> 29, 26    Number of elements in bin3 = 2~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~array is 6422256 ~~no. of bins is?enter value~~~~~~FAILED: Test Case 2: ~~~~INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10~~Enter the number of bins: 3~~~~OUTPUT:~~bin1-> 1, 2, 3   Number of elements in bin1 = 3~~bin2-> 4, 5, 6   Number of elements in bin2 = 3~~bin3-> 7, 8, 9, 10    Number of elements in bin3 = 4~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~array is 6422256 ~~no. of bins is?enter value~~~~~~FAILED: Test Case 3: ~~ INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10~~Enter the number of bins: 1~~~~OUTPUT:~~bin1-> 1, 2, 3, 4, 5, 6, 7, 8, 9, 10  Number of elements in bin1 = 10~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~Your output:~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~give  elements for the array~~array is 6422256 ~~no. of bins is?enter value~~~~~~FAILED: Test Case 4: ~~ INPUT:~~Enter the numner of array elements: 10~~Enter the array elements: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10~~Enter the number of bins: 10~~~~OUTPUT:~~{10 bins with one element each}~~~~ ~~  Mark/s obtained: 0 out of 10~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~reading the numbers and computing the bin limits~~  Mark/s obtained: 15 out of 20~~~~~~FAILED: Code Case 2:~~creating and printing bins~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~counting the number of elements in each bin~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 15 ############
22CH30005;0;0;0;0;10;0;0;10;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~FAILED: Code Case 1:~~reading the numbers and computing the bin limits~~  Mark/s obtained: 10 out of 20~~~~~~FAILED: Code Case 2:~~creating and printing bins~~  Mark/s obtained: 0 out of 20~~~~~~FAILED: Code Case 3:~~counting the number of elements in each bin~~  Mark/s obtained: 0 out of 20~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 10 ############
22MI31006;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
