"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (20)";"Code_3 (20)";"Code_4 (10)";"Total_Marks (100)";"Comments"
22MI10032;10;10;10;10;10;20;20;10;100;Nice work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter n:1.000~~~~Your output:~~Enter n:2.283~~~~Your output:~~Enter n:2.718~~~~Your output:~~Enter n:2.929~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE10008;10;10;10;10;10;20;20;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~Input n : The sum is 1.000000~~~~~~Your output:~~Input n : The sum is 2.283334~~~~~~Your output:~~Input n : The sum is 2.717857~~~~~~Your output:~~Input n : The sum is 2.928968~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CS30008;10;10;10;10;10;20;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~Enter n: 1.000~~~~Your output:~~Enter n: 2.283~~~~Your output:~~Enter n: 2.718~~~~Your output:~~Enter n: 2.929~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IE10007;10;10;10;10;10;20;20;10;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the value of n~~1.000000~~~~Your output:~~Enter the value of n~~2.283333~~~~Your output:~~Enter the value of n~~2.717857~~~~Your output:~~Enter the value of n~~2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MA10021;10;10;10;10;10;20;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~1.000000~~~~Your output:~~2.283334~~~~Your output:~~2.717857~~~~Your output:~~2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE30007;10;10;10;10;10;20;20;10;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~Enter a positive integer: Sum of harmonic series up to 1 terms: 1.000000~~~~~~Your output:~~Enter a positive integer: Sum of harmonic series up to 5 terms: 2.283334~~~~~~Your output:~~Enter a positive integer: Sum of harmonic series up to 8 terms: 2.717857~~~~~~Your output:~~Enter a positive integer: Sum of harmonic series up to 10 terms: 2.928968~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22AG10041;10;10;10;10;10;20;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~enter the value of n:output is:1.000~~~~~~Your output:~~enter the value of n:output is:2.283~~~~~~Your output:~~enter the value of n:output is:2.718~~~~~~Your output:~~enter the value of n:output is:2.929~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME30004;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22MA10059;10;10;10;10;10;20;20;10;100;Keep up the good work~~~~========= TEST CASES =========~~~~~~Your output:~~1.000000~~~~Your output:~~2.283334~~~~Your output:~~2.717857~~~~Your output:~~2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CE10065;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22EX10034;0;0;0;0;10;20;20;10;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 60 ############
22EC10059;10;10;10;10;10;20;20;10;100;Great Job~~~~========= TEST CASES =========~~~~~~Your output:~~The sum is: 1.000000~~~~Your output:~~The sum is: 2.283334~~~~Your output:~~The sum is: 2.717857~~~~Your output:~~The sum is: 2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22HS10030;10;10;10;10;10;20;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~enter a number~~sum is: 1.000000~~~~Your output:~~enter a number~~sum is: 2.283334~~~~Your output:~~enter a number~~sum is: 2.717857~~~~Your output:~~enter a number~~sum is: 2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CH30005;10;10;10;10;10;20;20;10;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~enter the value of n: 1.000000~~~~Your output:~~enter the value of n: 2.283334~~~~Your output:~~enter the value of n: 2.717857~~~~Your output:~~enter the value of n: 2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI31006;10;10;10;10;10;20;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~enter n [0-99999] 1.000000~~~~Your output:~~enter n [0-99999] 2.283334~~~~Your output:~~enter n [0-99999] 2.717857~~~~Your output:~~enter n [0-99999] 2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI31025;10;10;10;10;10;20;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~Enter n:Sum of harmonic series upto n=1.000000 ~~~~~~Your output:~~Enter n:Sum of harmonic series upto n=2.283334 ~~~~~~Your output:~~Enter n:Sum of harmonic series upto n=2.717857 ~~~~~~Your output:~~Enter n:Sum of harmonic series upto n=2.928968 ~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EC10079;10;10;10;10;10;20;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~enter the value of N : 1.000~~~~Your output:~~enter the value of N : 2.283~~~~Your output:~~enter the value of N : 2.718~~~~Your output:~~enter the value of N : 2.929~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22EE10028;10;10;10;10;10;20;20;10;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~1.000000~~~~Your output:~~2.283334~~~~Your output:~~2.717857~~~~Your output:~~2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CE30016;10;10;10;10;10;20;20;10;100;Good~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the value of n such that 0<= n <= 99999~~1.000~~~~~~Your output:~~Enter the value of n such that 0<= n <= 99999~~2.283~~~~~~Your output:~~Enter the value of n such that 0<= n <= 99999~~2.718~~~~~~Your output:~~Enter the value of n such that 0<= n <= 99999~~2.929~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22NA30030;10;10;10;10;10;20;20;10;100;Good work~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number N : SUM is : 1.000000~~~~~~Your output:~~Enter the number N : SUM is : 2.283334~~~~~~Your output:~~Enter the number N : SUM is : 2.717857~~~~~~Your output:~~Enter the number N : SUM is : 2.928968~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22ME10064;10;10;10;10;10;20;20;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number of terms in the harmonic series: 1.000~~~~~~Your output:~~Enter the number of terms in the harmonic series: 2.283~~~~~~Your output:~~Enter the number of terms in the harmonic series: 2.718~~~~~~Your output:~~Enter the number of terms in the harmonic series: 2.929~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22IM10001;10;10;10;10;10;20;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the number of terms you want :- ~~ The sum of the 1 elements of the hp is 1.000000 ~~~~Your output:~~Enter the number of terms you want :- ~~ The sum of the 5 elements of the hp is 2.283334 ~~~~Your output:~~Enter the number of terms you want :- ~~ The sum of the 8 elements of the hp is 2.717857 ~~~~Your output:~~Enter the number of terms you want :- ~~ The sum of the 10 elements of the hp is 2.928968 ~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22CH30025;10;10;10;10;10;20;20;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~enter the value of n~~the harmonic sum upto n is ~~1.000000~~~~Your output:~~enter the value of n~~the harmonic sum upto n is ~~2.283334~~~~Your output:~~enter the value of n~~the harmonic sum upto n is ~~2.717857~~~~Your output:~~enter the value of n~~the harmonic sum upto n is ~~2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22AG10001;10;10;10;10;10;20;20;10;100;Clean Code~~~~========= TEST CASES =========~~~~~~Your output:~~Enter a number between 0 and 99999.~~The sum of harmonic series upto n is: 1.000000~~~~Your output:~~Enter a number between 0 and 99999.~~The sum of harmonic series upto n is: 2.283334~~~~Your output:~~Enter a number between 0 and 99999.~~The sum of harmonic series upto n is: 2.717857~~~~Your output:~~Enter a number between 0 and 99999.~~The sum of harmonic series upto n is: 2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MI10051;10;10;10;10;10;20;20;10;100;Perfect~~~~========= TEST CASES =========~~~~~~Your output:~~Enter the n :sum: 1.000000~~~~Your output:~~Enter the n :sum: 2.283334~~~~Your output:~~Enter the n :sum: 2.717857~~~~Your output:~~Enter the n :sum: 2.928968~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22GG10024;0;0;0;0;0;0;0;0;0;A file was not submitted properly ~~Mark/s lost: 100 out of 100~~~~~~==============================~~~~############ TOTAL MARKS OBTAINED = 0 ############
22ME10007;10;10;10;10;10;20;20;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~enter number(positive)1.000~~~~Your output:~~enter number(positive)2.283~~~~Your output:~~enter number(positive)2.718~~~~Your output:~~enter number(positive)2.929~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
22MT10061;10;10;10;10;10;20;20;10;100;Keep it up~~~~========= TEST CASES =========~~~~~~Your output:~~Enter thr no. to find harmonic of 1.000000~~~~Your output:~~[Code goes into an Infinite Loop]~~~~Your output:~~[Code goes into an Infinite Loop]~~~~Your output:~~[Code goes into an Infinite Loop]~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~taken user input~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~harmonic function created~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 3:~~used recursion to calculate sum~~  Mark/s obtained: 20 out of 20~~~~~~PASSED: Code Case 4:~~printed the output~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~########### TOTAL MARKS OBTAINED = 100 ###########
