"Student_Name";"Test_Case_1 (10)";"Test_Case_2 (10)";"Test_Case_3 (10)";"Test_Case_4 (10)";"Code_1 (10)";"Code_2 (5)";"Code_3 (10)";"Code_4 (15)";"Code_5 (10)";"Code_6 (10)";"Total_Marks (100)";"Comments"
22PH10040;10;10;10;10;10;5;10;15;10;10;100;Good~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
22AE10042;8;10;8;10;10;0;10;15;10;10;91;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5~~1 2 3 4 5~~Desired Output:~~~~List = [1, 2, 3, 4, 5]~~Mean = 3.00 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~enter number of elements you want to enter : enter 5 elemets : ~~list = [1,2,3,4,5,]~~mean = 2.00~~~~~~FAILED: Test Case 3: ~~INPUT:5~~2 -1 0 -2 1~~Desired Output:~~~~List = [2, -1, 0, -2, 1]~~Mean = 0.00 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~enter number of elements you want to enter : enter 5 elemets : ~~list = [2,-1,0,-2,1,]~~mean = -0.50~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 0 out of 5~~~~~~PASSED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 91/100 ##########
22MA10067;10;10;10;10;10;5;10;15;10;10;100;Good~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
22ME30050;0;0;0;0;10;5;10;15;10;10;60;========= TEST CASES =========~~~~~~FAILED: Code didn't compile successfully~~  Mark/s obtained: 0 out of 40~~~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 60/100 ##########
22CH10032;8;10;10;10;10;5;10;15;10;10;98;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 1 2 3 4 5~~Desired Output:~~~~List = [1, 2, 3, 4, 5]~~Mean = 3.00 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~List = [1, 2, 3, 4, 5]~~Mean = 2.25~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 98/100 ##########
22MF3IM06;10;10;10;10;10;5;10;15;10;10;100;You Submitted the wrong file, I have checked using the code you pasted.~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
22GG10052;10;10;10;10;10;0;10;15;10;10;95;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 0 out of 5~~~~~~PASSED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 95/100 ##########
22IM10009;10;10;10;10;10;5;5;5;10;10;85;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 5 out of 5~~~~~~FAILED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 5 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 85/100 ##########
22ME10034;10;10;10;10;10;5;10;15;10;10;100;Clean Code~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
22EC10027;10;10;10;10;10;5;10;15;10;10;100;Keep it up~~~~========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 100/100 #########
22CH30033;10;10;10;10;10;5;5;5;10;10;85;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 5 out of 5~~~~~~FAILED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 5 out of 10~~~~~~FAILED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 5 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 85/100 ##########
22CY10036;10;10;10;10;10;0;10;5;10;10;85;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 0 out of 5~~~~~~PASSED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 5 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 85/100 ##########
22MT10050;8;8;8;8;10;5;10;15;10;10;92;There was a small mistake in your code that led to compilation error, i fixed it and checked~~~~========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 1 2 3 4 5~~Desired Output:~~~~List = [1, 2, 3, 4, 5]~~Mean = 3.00 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter the number of integers : Enter the list of integers : List = 1 2 3 4 5 ~~ Mean = 1284368.750000~~~~FAILED: Test Case 2: ~~INPUT:10 1 1 1 1 1 1 1 1 1 1~~Desired Output:~~~~List = [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]~~Mean = 1.00 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter the number of integers : Enter the list of integers : List = 1 1 1 1 1 1 1 1 1 1 ~~ Mean = 2290380.750000~~~~FAILED: Test Case 3: ~~INPUT:5 2 -1 0 -2 1~~Desired Output:~~~~List = [2, -1, 0, -2, 1]~~Mean = 0.00 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter the number of integers : Enter the list of integers : List = 2 -1 0 -2 1 ~~ Mean = 1284368.750000~~~~FAILED: Test Case 4: ~~INPUT:1 12345~~Desired Output:~~~~List = [12345]~~Mean = 12345.00 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~Enter the number of integers : Enter the list of integers : List = 12345 ~~ Mean = 10953712.000000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 92/100 ##########
22CH30013;8;8;8;8;10;5;10;15;10;10;92;========= TEST CASES =========~~~~~~FAILED: Test Case 1: ~~INPUT:5 1 2 3 4 5~~Desired Output:~~~~List = [1, 2, 3, 4, 5]~~Mean = 3.00 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~LIst =  1 , 2 , 3 , 4 , 5 , ~~Mean : 40272780.000000~~~~FAILED: Test Case 2: ~~INPUT:10 1 1 1 1 1 1 1 1 1 1~~Desired Output:~~~~List = [1, 1, 1, 1, 1, 1, 1, 1, 1, 1]~~Mean = 1.00 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~LIst =  1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , 1 , ~~Mean : 13423886.000000~~~~FAILED: Test Case 3: ~~INPUT:5 2 -1 0 -2 1~~Desired Output:~~~~List = [2, -1, 0, -2, 1]~~Mean = 0.00 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~LIst =  2 , -1 , 0 , -2 , 1 , ~~Mean : 40273236.000000~~~~FAILED: Test Case 4: ~~INPUT:1 12345~~Desired Output:~~~~List = [12345]~~Mean = 12345.00 ~~  Mark/s obtained: 8 out of 10~~~~~~Your output:~~LIst =  12345 , ~~Mean : 469788800.000000~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 15 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~PASSED: All code cases - Marks : 60 out of 60~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 92/100 ##########
22CS10077;10;10;10;10;10;5;10;5;10;10;90;========= TEST CASES =========~~~~PASSED: All test cases - Marks : 40 out of 40~~~~========= CODE CASES =========~~~~~~PASSED: Code Case 1:~~Read Input (scanf)~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 2:~~Init array using malloc/calloc~~  Mark/s obtained: 5 out of 5~~~~~~PASSED: Code Case 3:~~function to calculate mean defined~~  Mark/s obtained: 10 out of 10~~~~~~FAILED: Code Case 4:~~recursive implementation of mean~~  Mark/s obtained: 5 out of 15~~~~~~PASSED: Code Case 5:~~Printed the array~~  Mark/s obtained: 10 out of 10~~~~~~PASSED: Code Case 6:~~printed the mean~~  Mark/s obtained: 10 out of 10~~~~~~==============================~~~~######### TOTAL MARKS OBTAINED = 90/100 ##########
